dept_name;state;notFound;notMatched
Coahoma County Sheriff's Office;MS;False;False
Kent County Sheriff's Office;RI;False;False
Madison County Sheriff's Office;MT;False;False
Madisonville Police Department;KY;False;False
Metropolis Police Department;IL;False;False
Chaves County Sheriff's Department;NM;False;False
Alexander County Sheriff's Office;IL;False;False
Lafayette County Sheriff's Office;FL;False;False
Donalsonville Police Department;GA;False;False
Stanley Police Department;WI;False;False
Calaveras County Sheriff's Office;CA;False;False
Pawnee County Sheriff's Office;OK;False;False
Randolph County Sheriff's Office;AR;False;False
Mobile Police Department;AL;False;False
Turtle Creek Borough Police Department;PA;False;False
Danville Police Department;KY;False;False
Cumberland Police Department;RI;False;False
Pine Bluff Police Department;AR;False;False
Modoc County Sheriff's Office;CA;False;False
Honolulu Police Department;HI;False;False
Lawrence Police Department;KS;False;False
Webster Parish Sheriff's Office;LA;False;False
Advance Police Department;NC;False;False
Arlington Police Department;MA;False;False
Humboldt Police Department;IA;False;False
Bell County Sheriff's Department;KY;False;False
Berkshire County Sheriff's Office;MA;False;False
Hardin County Sheriff's Department;KY;False;False
Elkins Police Department;WV;False;False
Shelby Police Department;NC;False;False
Latah County Sheriff's Department;ID;False;False
Toms Creek Police Department;VA;False;False
Cripple Creek Police Department;CO;False;False
Pennsylvania State Constable - Monroe County;PA;False;False
Huntsville Police Department;TX;False;False
Arizona Rangers;AZ;False;False
Monroe County Sheriff's Office;FL;False;False
Tuscumbia Police Department;AL;False;False
Christian County Sheriff's Office;KY;False;False
Mobile and Ohio Railroad Police Department;RR;False;False
Cosmopolis Police Department;WA;False;False
United States Department of Justice - Federal Bureau of Prisons;US;False;False
Albert City Marshal's Office;IA;False;False
Chelsea Marshal's Office;IA;False;False
Gadsden County Sheriff's Office;FL;False;False
Burnet County Constable's Office - Precinct 1;TX;False;False
Pineville Police Department;LA;False;False
Mingo County Constable's Office;WV;False;False
Puerto Rico Police Department;PR;False;False
Natrona County Sheriff's Department;WY;False;False
Caddo County Sheriff's Office;OK;False;False
Moweaqua Police Department;IL;False;False
Chester Police Department;PA;False;False
Johnson County Sheriff's Office;AR;False;False
Jefferson County Sheriff's Office;WI;False;False
Illinois Department of Conservation - Division of Law Enforcement;IL;False;False
Russell County Sheriff's Office;VA;False;False
Vina Township Constable's Office;CA;False;False
Everett Police Department;MA;False;False
Talbot County Sheriff's Office;MD;False;False
Colbert County Sheriff's Department;AL;False;False
South Fulton Police Department;TN;False;False
Waterloo Police Department;IA;False;False
Fallsburg Marshal's Office;KY;False;False
Henderson County Sheriff's Office;KY;False;False
Smithfield Police Department;VA;False;False
Fulton County Office of Inspector of Roads and Bridges;GA;False;False
Fulton County Sheriff's Office;GA;False;False
Wise County Sheriff's Office;VA;False;False
Adel Police Department;GA;False;False
Oregon Department of Corrections;OR;False;False
McKinney Police Department;TX;False;False
Stark County Sheriff's Office;OH;False;False
Morgan County Constable's Office;KY;False;False
Jefferson Police Department;IA;False;False
Monroe County Sheriff's Office;AL;False;False
Roger Mills County Sheriff's Office;OK;False;False
Everett Police Department;WA;False;False
Jersey Central Railroad Police Department;RR;False;False
Swainsboro Police Department;GA;False;False
Aiken County Sheriff's Office;SC;False;False
Coalton Police Department;WV;False;False
Dickenson County Sheriff's Office;VA;False;False
Knoxville Police Department;KY;False;False
Granite City Police Department;IL;False;False
Webb City Police Department;MO;False;False
Galesburg Police Department;IL;False;False
Donora Borough Police Department;PA;False;False
Narragansett Police Department;RI;False;False
Coopers Police Department;WV;False;False
United States Department of the Treasury - United States Secret Service;US;False;False
Monona County Sheriff's Department;IA;False;False
Port Arthur Police Department;TX;False;False
Cumberland County Sheriff's Office;NJ;False;False
Kentwood Police Department;LA;False;False
Scofield Marshal's Office;UT;False;False
Blossom Police Department;TX;False;False
Lenox Constable's Office;NY;False;False
Independence Police Department;KY;False;False
Kenton County Sheriff's Office;KY;False;False
Watauga County Sheriff's Office;NC;False;False
Warwick Police Department;RI;False;False
Nicholls Police Department;GA;False;False
Seneca Falls Police Department;NY;False;False
Pittsburg Police Department;KS;False;False
Lima Police Department;OH;False;False
Olla Police Department;LA;False;False
Morehouse Police Department;MO;False;False
St. Charles Parish Sheriff's Office;LA;False;False
Cassopolis Police Department;MI;False;False
Punta Gorda Police Department;FL;False;False
Johnson County Sheriff's Office;GA;False;False
Lane County Sheriff's Office;OR;False;False
Thurston County Sheriff's Department;WA;False;False
Bangor Police Department;ME;False;False
Waterbury Police Department;CT;False;False
Marion County Sheriff's Office;KY;False;False
Howe Police Department;TX;False;False
McDonough County Sheriff's Office;IL;False;False
Henderson Police Department;NC;False;False
Bakersfield Police Department;CA;False;False
Rawlins Police Department;WY;False;False
Jefferson County Constable's Office - Precinct 1;TX;False;False
Wardell Police Department;MO;False;False
East St. Louis Police Department;IL;False;False
Dimmit County Sheriff's Department;TX;False;False
Logan County Sheriff's Office;OK;False;False
Douglas Police Department;AZ;False;False
Wilkinsburg Borough Police Department;PA;False;False
Eagle Lake Police Department;TX;False;False
Valley County Sheriff's Office;MT;False;False
New Rochelle Police Department;NY;False;False
Olive Hill Police Department;KY;False;False
Centralia Police Department;WA;False;False
Geary Police Department;OK;False;False
Greensburg Police Department;PA;False;False
Big Horn County Sheriff's Office;WY;False;False
Stonega Police Department;VA;False;False
Calaveras County Constable's Office;CA;False;False
California Department of Corrections and Rehabilitation;CA;False;False
Bristol Police Department;TN;False;False
Grand Trunk Railroad Police Department;RR;False;False
Illinois Central Railroad Police Department;RR;False;False
Richlands Police Department;VA;False;False
Dickenson County Constable's Office;VA;False;False
Pulaski County Constable's Office;KY;False;False
Chicago, Rock Island and Pacific Railway Police Department;RR;False;False
North Vernon Police Department;IN;False;False
Attalla Police Department;AL;False;False
Loudon County Sheriff's Department;TN;False;False
Harrison County Constable's Office - Precinct 4;TX;False;False
Harney County Sheriff's Department;OR;False;False
Bartlesville Police Department;OK;False;False
Mineola Police Department;TX;False;False
Flushing Police Department;OH;False;False
Knob Noster Police Department;MO;False;False
Morgan Park Police Department;IL;False;False
Weston County Sheriff's Office;WY;False;False
Summit Police Department;MS;False;False
Starke Police Department;FL;False;False
Madison Police Department;AL;False;False
Fairmount Police Department;IN;False;False
Blairsville Borough Police Department;PA;False;False
Suffolk County Sheriff's Office;NY;False;False
Ringwood Police Department;OK;False;False
Cherryvale Police Department;KS;False;False
Louisiana Department of Corrections;LA;False;False
Troy Police Department;ID;False;False
La Crosse Police Department;KS;False;False
Coyle Police Department;OK;False;False
Middlesboro Police Department;KY;False;False
Anderson County Sheriff's Department;TN;False;False
Winnfield Police Department;LA;False;False
Clinton County Sheriff's Office;PA;False;False
Springfield Police Department;OH;False;False
Key West Police Department;FL;False;False
Bloomfield Police Department;MO;False;False
Arroyo Grande Police Department;CA;False;False
Adair County Regional Jail;KY;False;False
Lawton Police Department;OK;False;False
Greenville Police Department;SC;False;False
Lebanon Junction Police Department;KY;False;False
Clinton County Constable's Office;KY;False;False
Benton County Sheriff's Office;OR;False;False
California Borough Police Department;PA;False;False
Wayne County Constable's Office;IL;False;False
Chino Police Department;CA;False;False
Burlington Police Department;VT;False;False
Havre Police Department;MT;False;False
Jefferson County Sheriff's Department;TN;False;False
Rouses Point Police Department;NY;False;False
Pineview Police Department;GA;False;False
Anaconda Police Department;MT;False;False
Greenville Police Department;AL;False;False
Hartford Police Department;WI;False;False
St. Croix County Sheriff's Department;WI;False;False
Billings Police Department;MT;False;False
Greer Police Department;SC;False;False
Pickens County Magistrate's Office;SC;False;False
Shelby County Sheriff's Office;TN;False;False
Lewis and Clark County Sheriff's Office;MT;False;False
New Castle Police Department;PA;False;False
Corsicana Police Department;TX;False;False
Yonkers Police Department;NY;False;False
Orange County Sheriff's Office;NC;False;False
Baker County Sheriff's Office;FL;False;False
Norfolk Police Department;VA;False;False
Bingham County Sheriff's Office;ID;False;False
Oliver Springs Police Department;TN;False;False
Brookline Police Department;MA;False;False
Coal Creek Police Department;CO;False;False
Fayette County Sheriff's Department;WV;False;False
Alexandria Police Department;LA;False;False
Mill Creek Police Department;OK;False;False
Jersey Shore Borough Police Department;PA;False;False
Yale Constable's Office;KS;False;False
Newfane Police Department;NY;False;False
Sandersville Police Department;GA;False;False
Mecklenburg County Police Department;NC;False;False
Algonac Police Department;MI;False;False
Kyle Police Department;TX;False;False
East Orange Police Department;NJ;False;False
Anne Arundel County Fifth Election District Police;MD;False;False
Polk County Sheriff's Office;NC;False;False
Nye County Sheriff's Office;NV;False;False
Fairfax County Sheriff's Office;VA;False;False
Diamond Town Marshal's Office;IN;False;False
Tate County Sheriff's Office;MS;False;False
Pretoria Marshal's Office;GA;False;False
Decatur Police Department;AL;False;False
Hagerstown Police Department;IN;False;False
Kaufman County Constable's Office - Precinct 8;TX;False;False
Chesapeake and Ohio Railroad Police Department;RR;False;False
Erie Police Department;PA;False;False
Hancock County Sheriff's Office;KY;False;False
Iron County Sheriff's Office;MO;False;False
Mobile County Sheriff's Office;AL;False;False
Troy Police Department;AL;False;False
Troy Borough Police Department;PA;False;False
Antigo Police Department;WI;False;False
Collinsville Police Department;TX;False;False
Mississippi Department of Corrections;MS;False;False
Boley Police Department;OK;False;False
Haverstraw Village Police Department;NY;False;False
Buchanan County Sheriff's Office;VA;False;False
Council Bluffs Police Department;IA;False;False
Harris County Constable's Office - Precinct 1;TX;False;False
McConnelsville Police Department;OH;False;False
Marlin Police Department;TX;False;False
Reno Police Department;NV;False;False
Las Vegas Police Department;NV;False;False
Kansas Department of Corrections;KS;False;False
Bossier Parish District 5 Constable's Office;LA;False;False
Knox County Sheriff's Office;OH;False;False
Washington County Sheriff's Office;MD;False;False
International and Great Northern Railroad Police Department;RR;False;False
Marion Police Department;IA;False;False
Mount Calm City Marshal's Office;TX;False;False
Winslow Police Department;AZ;False;False
Decatur County Sheriff's Office;GA;False;False
Rochester Marshal's Office;OH;False;False
Pittsburg County Sheriff's Office;OK;False;False
Barnesboro Borough Police Department;PA;False;False
Breathitt County Sheriff's Office;KY;False;False
Coraopolis Borough Police Department;PA;False;False
Hardin County Constable's Office - Precinct 6;TX;False;False
St. Petersburg Police Department;FL;False;False
Newburyport Police Department;MA;False;False
Hayfield Police Department;MN;False;False
Perrysburg City Police Department;OH;False;False
Scottsville Police Department;KY;False;False
La Plata County Sheriff's Office;CO;False;False
Farmville Police Department;NC;False;False
Covington County Sheriff's Department;MS;False;False
Virginia Department of Corrections;VA;False;False
Pawtucket Police Department;RI;False;False
Pennsylvania Game Commission;PA;False;False
Iron County Sheriff's Office;WI;False;False
Denver Sheriff's Department;CO;False;False
Oxnard Police Department;CA;False;False
Jackson Police Department;MI;False;False
Sodus Police Department;NY;False;False
Orange County Sheriff's Department;IN;False;False
Nacogdoches County Sheriff's Office;TX;False;False
Mount Pleasant Borough Police Department;PA;False;False
Pittsburgh, Cincinnati, Chicago and St. Louis Railroad Police Department;RR;False;False
Sandusky Police Department;OH;False;False
Lancaster Police Department;KY;False;False
Oregon City Police Department;OR;False;False
Clackamas County Sheriff's Department;OR;False;False
Crawford Police Department;NE;False;False
Lenox Police Department;GA;False;False
Jessamine County Sheriff's Department;KY;False;False
Falls County Sheriff's Department;TX;False;False
Dorchester Police Department;VA;False;False
Prescott Police Department;WI;False;False
Jennings Police Department;LA;False;False
Richland Police Department;MO;False;False
Atlantic Coast Line Railroad Police Department;RR;False;False
Newton Police Department;MA;False;False
Charleston County Chain Gang;SC;False;False
Valley City Police Department;ND;False;False
Pennsylvania State Police;PA;False;False
Williamsport Police Department;PA;False;False
St. Paul Marshal's Office;OR;False;False
Mesa County Sheriff's Office;CO;False;False
Elmore County Sheriff's Office;AL;False;False
Franklin Police Department;OH;False;False
Kennewick Police Department;WA;False;False
Coeburn Police Department;VA;False;False
Jefferson County Convict Camp;TX;False;False
Asheville Police Department;NC;False;False
Spring City Police Department;TN;False;False
Arkansas City Police Department;KS;False;False
Val Verde County Sheriff's Office;TX;False;False
Spillertown Police Department;IL;False;False
Wabash County Sheriff's Department;IL;False;False
Wahalak Constable's Office;MS;False;False
Booneville Police Department;AR;False;False
Lamar Police Department;CO;False;False
Red Wing Police Department;MN;False;False
Cheyenne Police Department;WY;False;False
Monongahela City Police Department;PA;False;False
Statham Police Department;GA;False;False
Wood County Constable's Office - Precinct 3;TX;False;False
Fresno Police Department;CA;False;False
Fayetteville Police Department;NC;False;False
Fresno County Sheriff's Department;CA;False;False
Winchester Police Department;KY;False;False
Bibb County Sheriff's Office;AL;False;False
Owsley County Sheriff's Office;KY;False;False
Portales Police Department;NM;False;False
Big Spring Police Department;TX;False;False
New Boston Police Department;OH;False;False
Belle Vernon Borough Police Department;PA;False;False
Jefferson County Constable's Office - Precinct 4;TX;False;False
Carlisle Marshal's Office;SC;False;False
Woodburn Police Department;IN;False;False
Bluefield Police Department;WV;False;False
Shelby County Sixth District Constable's Office;TN;False;False
Lake Placid Police Department;NY;False;False
Fort Collins Police Services;CO;False;False
Pennsylvania State Constable - Allegheny County;PA;False;False
Harlan County Sheriff's Department;KY;False;False
Murray County Sheriff's Office;GA;False;False
Crisfield Police Department;MD;False;False
Grant County Sheriff's Office;NM;False;False
Gracey Police Department;KY;False;False
Niles City Police Department;MI;False;False
Grady County Sheriff's Office;GA;False;False
Knox County Constable's Office;KY;False;False
South Bethlehem Borough Police Department;PA;False;False
Cairo Police Department;GA;False;False
Harrisburg Police Bureau;PA;False;False
Lyndhurst Police Department;NJ;False;False
Aurora Police Department;MO;False;False
Carlin Police Department;NV;False;False
Baker County Sheriff's Department;OR;False;False
Pulaski County Sheriff's Department;IN;False;False
Cumberland Police Department;MD;False;False
Ely Police Department;NV;False;False
Eureka County Sheriff's Office;NV;False;False
Shawnee Police Department;OK;False;False
Tipton County Sheriff's Office;TN;False;False
San Bernardino County Sheriff's Department;CA;False;False
Carroll County Sheriff's Office;MS;False;False
Wyoming Department of Corrections;WY;False;False
Talladega Police Department;AL;False;False
Pauls Valley Police Department;OK;False;False
Brookfield Police Department;MO;False;False
Burlington City Police Department;NJ;False;False
Franklin Police Department;PA;False;False
Midville Police Department;GA;False;False
Chicago, Burlington and Quincy Railroad Police Department;RR;False;False
Florence Police Department;KY;False;False
Sullivan County Sheriff's Department;TN;False;False
Caldwell County Constable's Office - Precinct 1;TX;False;False
Steubenville Police Department;OH;False;False
Quincy Police Department;MA;False;False
Park City Police Department;UT;False;False
Sumter Police Department;SC;False;False
Hope Police Department;AR;False;False
Anderson County Constable's Office - Precinct 4;TX;False;False
Hughes County Sheriff's Office;OK;False;False
Swissvale Borough Police Department;PA;False;False
Southern Railroad Police Department;RR;False;False
Floral City Marshal's Office;FL;False;False
Brighton Police Department;CO;False;False
Montana Department of Corrections - State Prison;MT;False;False
Kay County Sheriff's Office;OK;False;False
Muskogee Police Department;OK;False;False
Barber County Sheriff's Office;KS;False;False
Yellowstone County Sheriff's Office;MT;False;False
Terre Haute Police Department;IN;False;False
Scott County Sheriff's Office;VA;False;False
Salem Police Department;OH;False;False
Danville Police Department;IL;False;False
Kent Police Department;WA;False;False
Caney Police Department;KS;False;False
Villa Rica Police Department;GA;False;False
Warrensburg Police Department;MO;False;False
Duluth Police Department;MN;False;False
Albany County Sheriff's Office;WY;False;False
Washington, Baltimore & Annapolis Electric Railway Police Department;RR;False;False
Eufaula Police Department;OK;False;False
Latonia Police Department;KY;False;False
Buffalo, Rochester and Pittsburgh Railroad Police;RR;False;False
Bristol Police Department;VA;False;False
Suffolk Police Department;VA;False;False
Gowrie Police Department;IA;False;False
Coconino County Sheriff's Department;AZ;False;False
Greenfield Police Department;TN;False;False
Niagara Falls Police Department;NY;False;False
Colville Police Department;WA;False;False
Ellis County Constable's Office - Precinct 4;TX;False;False
Rocky Hill Station Police Department;KY;False;False
Methuen Police Department;MA;False;False
Bastrop County Constable's Office - Precinct 8;TX;False;False
Lowndes County Sheriff's Office;AL;False;False
Haleyville Police Department;AL;False;False
Wildwood Police Department;FL;False;False
Paris Police Department;KY;False;False
South Carolina Department of Natural Resources;SC;False;False
Carver Police Department;MA;False;False
United States Postal Inspection Service;US;False;False
Barnesville Police Department;GA;False;False
Springfield Police Department;MA;False;False
Greene County Sheriff's Department;TN;False;False
Montana Department of Fish, Wildlife and Parks;MT;False;False
Weeping Water Police Departmnet;NE;False;False
Fairbanks Police Department;AK;False;False
Ardmore Police Department;OK;False;False
Humboldt County Sheriff's Office;NV;False;False
Michigan Department of Natural Resources;MI;False;False
Muskegon County Sheriff's Office;MI;False;False
Okmulgee Police Department;OK;False;False
Okmulgee County Sheriff's Office;OK;False;False
Lake County Sheriff's Office;TN;False;False
Weber County Sheriff's Department;UT;False;False
Brunswick County Sheriff's Office;NC;False;False
Alachua County Sheriff's Office;FL;False;False
Lawrence County Sheriff's Office;KY;False;False
Cranston Police Department;RI;False;False
Mexico Police Department;MO;False;False
Higbee Police Department;MO;False;False
Wytheville Police Department;VA;False;False
Mayes County Sheriff's Office;OK;False;False
Williamson County Constable's Office - Precinct 8;TX;False;False
Wyoming County Sheriff's Department;WV;False;False
Cimarron County Sheriff's Office;OK;False;False
Metropolitan Police Department;MA;False;False
Allen Police Department;OK;False;False
Flora Police Department;IL;False;False
Trinidad Police Department;CO;False;False
Rapides Parish Sheriff's Office;LA;False;False
Laurens Police Department;SC;False;False
Chickasha Police Department;OK;False;False
Lamar County Constable's Office - Precinct 1;TX;False;False
Salisbury Police Department;NC;False;False
Cordele Police Department;GA;False;False
Utica Police Department;NY;False;False
South Omaha Police Department;NE;False;False
Olean Police Department;NY;False;False
Leon County Sheriff's Office;FL;False;False
Norfolk and Western Railroad Police Department;RR;False;False
Checotah Police Department;OK;False;False
McIntosh County Sheriff's Office;OK;False;False
Bug Hill Township Constable's Office;NC;False;False
Grady County Sheriff's Office;OK;False;False
Clendenin Police Department;WV;False;False
Pasco County Sheriff's Office;FL;False;False
Jefferson County Police Department;KY;False;False
Louisville and Nashville Railroad Police Department;RR;False;False
Pasadena Police Department;CA;False;False
Hodgkins Police Department;IL;False;False
Mendocino County Constable's Office - Ukiah Judicial District;CA;False;False
Kentucky and Indiana Bridge and Railroad Police Department;KY;False;False
Braggs Police Department;OK;False;False
Oxford Police Department;MA;False;False
Latimer County Constable's Office;OK;False;False
Brunswick Police Department;MD;False;False
Okemah Police Department;OK;False;False
Blowing Rock Police Department;NC;False;False
Clarence Police Department;MO;False;False
Kiefer Police Department;OK;False;False
Allegheny County Sheriff's Office;PA;False;False
Norfolk County Sheriff's Office;VA;False;False
Clarke County Sheriff's Department;AL;False;False
Clarksdale Police Department;MS;False;False
Huron Police Department;SD;False;False
Brazoria County Sheriff's Office;TX;False;False
Salem Police Department;OR;False;False
Haileyville Police Department;OK;False;False
Hastings Police Department;OK;False;False
New Castle County Workhouse;DE;False;False
Tulsa County Sheriff's Office;OK;False;False
Carroll Police Department;IA;False;False
Delhi Police Department;LA;False;False
Wylam Police Department;AL;False;False
Darke County Sheriff's Office;OH;False;False
Holmes County Sheriff's Department;OH;False;False
Green County Jail;KY;False;False
Rosebud Police Department;TX;False;False
Lancaster Police Department;OH;False;False
West Chester Borough Police Department;PA;False;False
Claxton Police Department;GA;False;False
Simpson County Sheriff's Department;MS;False;False
San Patricio County Sheriff's Office;TX;False;False
Tallapoosa Police Department;GA;False;False
Davisboro Police Department;GA;False;False
Haskell County Sheriff's Office;OK;False;False
Quinault Tribal Police Department;TR;False;False
Scotland Neck Police Department;NC;False;False
Manatee County Sheriff's Office;FL;False;False
Bridgeport Police Department;CT;False;False
Franklin Parish Sheriff's Department;LA;False;False
Santa Clara Police Department;CA;False;False
McLennan County Constable's Office - Precinct 1;TX;False;False
Northport Police Department;WA;False;False
Lauderdale County Sheriff's Office;MS;False;False
Carlstadt Police Department;NJ;False;False
Houston County Constable's Office - Precinct 7;TX;False;False
Lake County Sheriff's Office;CA;False;False
Vernon Parish Sheriff's Office;LA;False;False
Franklin County Sheriff's Department;MA;False;False
Rayville Police Department;LA;False;False
Johnson City Police Department;TN;False;False
Irwin County Sheriff's Office;GA;False;False
Ocilla Police Department;GA;False;False
Ashland Police Department;KY;False;False
Pulaski County Sheriff's Department;IL;False;False
Clinton Police Department;IL;False;False
Wadesboro Police Department;NC;False;False
Bell County Constable's Office - Precinct 1;TX;False;False
Monroe County Sheriff's Department;MI;False;False
Bay Minette Police Department;AL;False;False
Marion City Police Department;OH;False;False
Garland County Sheriff's Office;AR;False;False
Jerome Police Department;AZ;False;False
Texas and Pacific Railroad Police Department;RR;False;False
White Plains Marshal's Office;KY;False;False
Spring Hope Police Department;NC;False;False
Laurel County Constable's Office;KY;False;False
Throckmorton County Sheriff's Department;TX;False;False
Grisham Township Constable's Office;IL;False;False
Marion County Sheriff's Office;FL;False;False
Sawyer County Sheriff's Office;WI;False;False
Troy Police Department;NY;False;False
Atoka County Sheriff's Office;OK;False;False
Clarkson Police Department;KY;False;False
Montezuma Police Department;GA;False;False
Windsor Police Department;NC;False;False
Lehigh Valley Railroad Police Department;RR;False;False
Madill Police Department;OK;False;False
North East Borough Police Department;PA;False;False
Anadarko Police Department;OK;False;False
New Castle Police Department;CO;False;False
Macomb County Sheriff's Office;MI;False;False
El Paso County Constable's Office - Precinct 3;TX;False;False
Wichita County Sheriff's Department;TX;False;False
Gonzales County Constable's Office - Precinct 3;TX;False;False
Westmoreland County Sheriff's Office;PA;False;False
St. Charles Police Department;KY;False;False
Dundee Police Department;NY;False;False
Whatcom County Courts;WA;False;False
Hansford County Sheriff's Office;TX;False;False
Cass County Sheriff's Office;MN;False;False
Wilson County Sheriff's Office;NC;False;False
Etowah County Sheriff's Office;AL;False;False
Nevada State Police;NV;False;False
Oklahoma Department of Wildlife Conservation;OK;False;False
St. Johns County Sheriff's Office;FL;False;False
Murfreesboro Police Department;TN;False;False
Queen and Crescent Railroad Police Department;RR;False;False
Pottawattamie County Sheriff's Office;IA;False;False
Alton Marshal's Office;IA;False;False
Providence Police Department;RI;False;False
Decatur Police Department;IL;False;False
Superior Police Department;WI;False;False
McLoud Police Department;OK;False;False
Columbia County Sheriff's Office;AR;False;False
New York, Chicago and St. Louis Railroad Police Department;RR;False;False
Okfuskee County Sheriff's Office;OK;False;False
Muskogee County Sheriff's Office;OK;False;False
Paton Marshal's Office;IA;False;False
Benson Police Department;AZ;False;False
Emanuel County Sheriff's Office;GA;False;False
Pinal County Sheriff's Office;AZ;False;False
Paragould Police Department;AR;False;False
Danville Police Department;IN;False;False
Roswell Police Department;NM;False;False
Pawnee County Sheriff's Office;NE;False;False
Harris County Constable's Office;TX;False;False
Hillsboro Police Department;TX;False;False
Anniston Police Department;AL;False;False
Fishing River Township Constable's Office;MO;False;False
Rocky Ford Police Department;CO;False;False
Vilas County Sheriff's Department;WI;False;False
Pulaski County Circuit Court;KY;False;False
Chelan County Sheriff's Office;WA;False;False
Creek County Sheriff's Office;OK;False;False
Greenlee County Sheriff's Office;AZ;False;False
Victoria County Sheriff's Office;TX;False;False
Bosque County Constable's Office - Precinct 5;TX;False;False
Fort Klamath Police Department;OR;False;False
Michigan Central Railroad Police Department;RR;False;False
Atascosa County Sheriff's Department;TX;False;False
Jakin Marshal's Office;GA;False;False
Williamston Police Department;NC;False;False
Maryville Police Department;TN;False;False
Clay County Sheriff's Office;GA;False;False
Desha County Sheriff's Office;AR;False;False
Pulaski County Sheriff's Office;AR;False;False
Kampsville Police Department;IL;False;False
Gloversville Police Department;NY;False;False
Shelbyville Police Department;TN;False;False
Baltimore and Ohio Railroad Police Department;RR;False;False
Whitesburg Police Department;KY;False;False
Baton Rouge City Police Department;LA;False;False
Sweet Grass County Sheriff's Department;MT;False;False
Calhoun County Sheriff's Office;FL;False;False
Luna County Sheriff's Department;NM;False;False
Wilbarger County Constable's Office - Precinct 7;TX;False;False
Richland County Sheriff's Department;ND;False;False
Asbury Park Police Department;NJ;False;False
Plant City Police Department;FL;False;False
Rosebud County Sheriff's Office;MT;False;False
Crab Orchard Police Department;KY;False;False
Lakeview Police Department;OR;False;False
Alabama City Police Department;AL;False;False
Poinsett County Sheriff's Department;AR;False;False
Monroe County Sheriff's Office;NY;False;False
Nashville, Chattanooga and St. Louis Railroad Police Department;RR;False;False
Nebraska Department of Correctional Services;NE;False;False
Cleveland County Sheriff's Office;OK;False;False
Grays Harbor County Sheriff's Office;WA;False;False
Carroll County Sheriff's Office;VA;False;False
Long Beach Police Department;CA;False;False
Georgia Department of Corrections;GA;False;False
Cecil County Sheriff's Office;MD;False;False
Cleburne Police Department;TX;False;False
Wabash Railway Police Department;RR;False;False
Wyoming Police Department;OH;False;False
Topeka Police Department;KS;False;False
Westfall Marshal's Office;OR;False;False
Duval County Sheriff's Office;TX;False;False
Flovilla Marshal's Office;GA;False;False
Aberdeen Police Department;WA;False;False
Greenville Police Department;MS;False;False
Cokeville Police Department;WY;False;False
Navarro County Constable's Office;TX;False;False
New Castle Police Department;VA;False;False
Wooster Police Department;OH;False;False
Conway County Sheriff's Department;AR;False;False
Bennington Police Department;OK;False;False
White Oak Railway Police Department;RR;False;False
Columbus Police Department;MT;False;False
Avery County Constable's Office - Elk Park Precinct;NC;False;False
Midvale Police Department;UT;False;False
Beltrami County Sheriff's Department;MN;False;False
Brownsville Police Department;TX;False;False
Owen Police Department;WI;False;False
Gonzales County Constable's Office - Precinct 7;TX;False;False
Cassville Police Department;WI;False;False
Tekoa Police Department;WA;False;False
Miller Marshal's Office;IN;False;False
Raeford Police Department;NC;False;False
Waldo Police Department;FL;False;False
Greenville Police Department;TX;False;False
Lansford Borough Police Department;PA;False;False
Nuangola Borough Police Department;PA;False;False
Fairfax Police Department;OK;False;False
Winters Police Department;CA;False;False
Lancaster Police Department;TX;False;False
Lee County Constable's Office;KY;False;False
Tuscaloosa Police Department;AL;False;False
Clark County Sheriff's Department;KY;False;False
DeSoto County Sheriff's Department;MS;False;False
Morris County Sheriff's Department;TX;False;False
Wood River Police Department;IL;False;False
Virden Police Department;IL;False;False
Erie Railroad Police Department;RR;False;False
Riverside Police Department;CA;False;False
Orange County Sheriff's Department;CA;False;False
Penobscot County Sheriff's Department;ME;False;False
Carbondale Police Department;PA;False;False
California Department of Fish and Wildlife;CA;False;False
Sunbury Police Department;PA;False;False
Jewett City Police Department;CT;False;False
Clay City Police Department;KY;False;False
Monessen City Police Department;PA;False;False
Middletown Police Department;OH;False;False
Sheridan County Sheriff's Department;MT;False;False
Pontiac Police Department;MI;False;False
Chauncey Police Department;OH;False;False
Jackson County Sheriff's Department;OR;False;False
Dooly County Sheriff's Office;GA;False;False
Princeton Police Department;IN;False;False
East Point Police Department;GA;False;False
Stuart Police Department;FL;False;False
Durham Police Department;NC;False;False
El Paso County Sheriff's Office;TX;False;False
Americus Police Department;GA;False;False
Champaign Police Department;IL;False;False
Martin Police Department;TN;False;False
Guilford County Sheriff's Office;NC;False;False
Yuba County Sheriff's Department;CA;False;False
San Diego Police Department;CA;False;False
Allendale Police Department;SC;False;False
Moultrie County Sheriff's Department;IL;False;False
Jefferson County Sheriff's Department;TX;False;False
Guthrie Police Department;OK;False;False
High Point Police Department;NC;False;False
Jefferson County Sheriff's Office;MS;False;False
Jefferson County Constable's Office;MS;False;False
Sandusky Police Department;AL;False;False
Burnside Police Department;KY;False;False
Houghton County Sheriff's Office;MI;False;False
Salisbury Police Department;MA;False;False
Baylor County Sheriff's Office;TX;False;False
New Jersey Divison of Fish, Game and Wildlife;NJ;False;False
Denton Constable's Office;MT;False;False
Seminole County Sheriff's Office;OK;False;False
Brazos County Convict Camp;TX;False;False
Mesa Police Department;AZ;False;False
Madison County Sheriff's Office;NY;False;False
Santa Paula Police Department;CA;False;False
Kankakee City Police Department;IL;False;False
Hume Constable's Office;MO;False;False
St. Charles Police Department;MO;False;False
Texas A&M University Police Department;TX;False;False
