dept_name;state;notFound;notMatched
Burleigh County Sheriff's Department;ND;False;False
Chanute Police Department;KS;False;False
Phillipsburg Police Department;NJ;False;False
Woodville Marshal's Office;OK;False;False
Town of Oyster Bay Police Department;NY;False;False
Arlington Police Department;TX;False;False
Macomb Police Department;IL;False;False
Jeff Davis County Sheriff's Office;GA;False;False
Logan Police Department;WV;False;False
Fernandina Beach Police Department;FL;False;False
Carter County Sheriff's Office;OK;False;False
Carthage Police Department;MO;False;False
Uvalde Police Department;TX;False;False
Madison County Sheriff's Office;AR;False;False
Los Angeles City Municipal Court;CA;False;False
Madison Police Department;IN;False;False
Northbridge Police Department;MA;False;False
Jasper County Sheriff's Department;IN;False;False
Baraboo Police Department;WI;False;False
Pennsylvania State Constable - Beaver County;PA;False;False
Crawford County Sheriff's Department;OH;False;False
Ashland Police Department;OR;False;False
East Peoria Police Department;IL;False;False
Burke County Sheriff's Office;NC;False;False
Santa Ana Police Department;CA;False;False
Cabarrus County Sheriff's Office;NC;False;False
Irving Park District Police Department;IL;False;False
White County Sheriff's Department;IN;False;False
Missoula Police Department;MT;False;False
Thayer Police Department;MO;False;False
Columbia Falls Police Department;MT;False;False
Marlow Police Department;OK;False;False
Winchester Police Department;IN;False;False
Tarrant County Constable's Office - Precinct 5;TX;False;False
Hart County Jail;KY;False;False
Silverton Police Department;OR;False;False
Stanford Police Department;KY;False;False
Utah Highway Patrol;UT;False;False
Mabton Police Department;WA;False;False
Floyd County Constable's Office;KY;False;False
Forest City Police Department;NC;False;False
College Park Police Department;GA;False;False
Lake Geneva Police Department;WI;False;False
Blaine County Sheriff's Office;OK;False;False
Polk County Police Department;GA;False;False
Ingram Borough Police Department;PA;False;False
Wood County Sheriff's Department;WI;False;False
Iroquois County Sheriff's Department;IL;False;False
Cushing Police Department;OK;False;False
Wellfleet Police Department;MA;False;False
Ware County Police Department;GA;False;False
Robertson County Sheriff's Department;TN;False;False
Gainesville Police Department;TX;False;False
Willacy County Constable's Office - Precinct 2;TX;False;False
Minburn Police Department;IA;False;False
Equality Police Department;IL;False;False
Ellis County Sheriff's Department;TX;False;False
Faulkner County Sheriff's Office;AR;False;False
Asotin County Sheriff's Department;WA;False;False
Wyandotte County Sheriff's Office;KS;False;False
Montgomery County Constable's Office - Precinct 3;TX;False;False
Florence Police Department;AL;False;False
Bloomington Police Department;IL;False;False
Madison Police Department;GA;False;False
Pullman Police Department;WA;False;False
Cheswick Borough Police Department;PA;False;False
Ridley Park Borough Police Department;PA;False;False
Seaboard Air Line Railroad Police Department;RR;False;False
Neillsville Police Department;WI;False;False
Neptune Township Police Department;NJ;False;False
Martin County Sheriff's Department;MN;False;False
Bernardsville Police Department;NJ;False;False
Russell County Constable's Office;KY;False;False
Clay County Sheriff's Department;IN;False;False
Clay County Constable's Office;WV;False;False
Horry County Police Department;SC;False;False
Blytheville Police Department;AR;False;False
Sugar Creek Township Constable's Office;OH;False;False
Nampa Police Department;ID;False;False
Depew Police Department;OK;False;False
South Carolina Highway Patrol;SC;False;False
Hugoton Police Department;KS;False;False
Monett Police Department;MO;False;False
Nicholas County Sheriff's Department;WV;False;False
Bound Brook Police Department;NJ;False;False
Pocahontas Police Department;AR;False;False
Greenbrier County Sheriff's Office;WV;False;False
Royal Oak City Police Department;MI;False;False
Needham Police Department;MA;False;False
Mount Pleasant Police Department;IA;False;False
Hugo Police Department;OK;False;False
Atkinson County Sheriff's Office;GA;False;False
Oregon State Police;OR;False;False
Rockcastle County Sheriff's Office;KY;False;False
Texas Department of Public Safety - Texas Highway Patrol;TX;False;False
Attleboro Police Department;MA;False;False
Rensselaer Police Department;NY;False;False
Westville Police Department;NJ;False;False
Lea County Sheriff's Department;NM;False;False
Sunset Police Department;LA;False;False
Marblehead Police Department;MA;False;False
Stephens County Constable's Office - Precinct 1;TX;False;False
Rock Creek Constable's Office;NC;False;False
Lakeland Police Department;FL;False;False
Forest Lake Police Department;MN;False;False
Tecumseh Police Department;OK;False;False
Burlington Northern Railroad Police Department;RR;False;False
Jackson County Sheriff's Department;AL;False;False
Ross Township Police Department;PA;False;False
Litchfield Police Department;IL;False;False
Franklin Police Department;VA;False;False
Arizona Livestock Sanitary Board;AZ;False;False
Harlan County Constable's Office;KY;False;False
St. Francis County Sheriff's Office;AR;False;False
Haddonfield Police Department;NJ;False;False
Baltimore County Police Department;MD;False;False
Plumas County Sheriff's Office;CA;False;False
Plymouth Borough Police Department;PA;False;False
Richland Parish Sheriff's Office;LA;False;False
Purcell Police Department;OK;False;False
Cook County Sheriff's Office - Department of Corrections;IL;False;False
Lee County Sheriff's Office;AL;False;False
Harrisburg Police Department;IL;False;False
Elwood Police Department;IN;False;False
Newton Falls Police Department;OH;False;False
Manitowoc Police Department;WI;False;False
Bowie Police Department;TX;False;False
Stratford Police Department;CT;False;False
Dwale Police Department;KY;False;False
York County Sheriff's Office;SC;False;False
Addison County Sheriff's Department;VT;False;False
Culver Police Department;IN;False;False
Dolton Police Department;IL;False;False
Ridgefield Police Department;CT;False;False
Dakota County Sheriff's Office;MN;False;False
McCreary County Constable's Office;KY;False;False
Hillside Police Department;NJ;False;False
Lamb County Sheriff's Department;TX;False;False
Lansing Police Department;MI;False;False
Wilson County District Four Constable's Office;TN;False;False
De Smet Police Department;SD;False;False
Pennsylvania Department of Conservation and Natural Resources - Bureau of State Parks;PA;False;False
Wareham Police Department;MA;False;False
Woodbridge Police Department;NJ;False;False
Rogers County Sheriff's Office;OK;False;False
Huntington Town Constable's Office;NY;False;False
Seven Hills Police Department;OH;False;False
Hayward Police Department;WI;False;False
Town of Clintwood;VA;False;False
Rush County Sheriff's Department;IN;False;False
Flemingsburg Police Department;KY;False;False
Russellville Police Department;KY;False;False
Walla Walla Police Department;WA;False;False
Spokane County Game Commission;WA;False;False
Massena Police Department;NY;False;False
Tahlequah Police Department;OK;False;False
Margate City Police Department;NJ;False;False
Brentwood Borough Police Department;PA;False;False
Patrick County Sheriff's Office;VA;False;False
Ellis County Sheriff's Office;OK;False;False
Fort Calhoun Police Department;NE;False;False
Black Hawk County Sheriff's Office;IA;False;False
Glen Allan Marshal's Office;MS;False;False
Frederick County Sheriff's Office;VA;False;False
Alhambra Police Department;CA;False;False
Jefferson County Sheriff's Office;KY;False;False
Swisher County Sheriff's Department;TX;False;False
Watertown Police Department;CT;False;False
Jeff Davis County Sheriff's Department;TX;False;False
Longton Police Department;KS;False;False
West Des Moines Police Department;IA;False;False
Grayson County Sheriff's Office;VA;False;False
Medford Police Department;OR;False;False
Plains Township Police Department;PA;False;False
Selma Police Department;AL;False;False
Titus County Constable's Office - Precinct 8;TX;False;False
Forrest County Constable's Office;MS;False;False
McAllen Police Department;TX;False;False
Ossining Village Police Department;NY;False;False
Newton County Sheriff's Department;MO;False;False
Sedro-Woolley Police Department;WA;False;False
Malvern Police Department;AR;False;False
Pickett County Sheriff's Department;TN;False;False
Limestone County Constable's Office - Precinct 5;TX;False;False
Lincoln County Sheriff's Department;ME;False;False
Hammond Police Department;LA;False;False
McPherson Police Department;KS;False;False
Greenfield Police Department;OH;False;False
Ripley Police Department;OH;False;False
North Wilkesboro Police Department;NC;False;False
Missouri State Highway Patrol;MO;False;False
Boone County Sheriff's Department;MO;False;False
McAlester Police Department;OK;False;False
Alma Police Department;AR;False;False
Suffern Police Department;NY;False;False
Zeeland Police Department;MI;False;False
New Jersey Department of Motor Vehicles - Highway Patrol;NJ;False;False
Torrance County Sheriff's Office;NM;False;False
Lombard Police Department;IL;False;False
Marshfield Police Department;WI;False;False
Greenfield Police Department;MA;False;False
Hope Police Department;ND;False;False
Falmouth Police Department;MA;False;False
Carbondale Police Department;IL;False;False
Willow City Police Department;ND;False;False
Atlanta and West Point Railroad Police Department;RR;False;False
South St. Paul Police Department;MN;False;False
Long Beach Police Department;IN;False;False
Boone Police Department;NC;False;False
Allen County Sheriff's Department;OH;False;False
Piedmont Police Department;AL;False;False
Lancaster Police Department;NY;False;False
Selmer Police Department;TN;False;False
Langlade County Sheriff's Office;WI;False;False
Laona Police Department;WI;False;False
Shawnee County Sheriff's Office;KS;False;False
Sand Springs Police Department;OK;False;False
Beattyville Police Department;KY;False;False
Indiana State Police;IN;False;False
Miami Constable's Office - District 2;FL;False;False
Costilla County Sheriff's Office;CO;False;False
Amarillo Police Department;TX;False;False
Gilchrist County Sheriff's Department;FL;False;False
Bradenton Police Department;FL;False;False
Freeport Police Department;NY;False;False
Washington State Department of Corrections;WA;False;False
Granger Police Department;TX;False;False
Crawford County Sheriff's Office;MO;False;False
Ansted Police Department;WV;False;False
Moniteau County Sheriff's Department;MO;False;False
Alamance County Sheriff's Office;NC;False;False
Minidoka County Sheriff's Department;ID;False;False
Clearwater Police Department;KS;False;False
St. Clair County Sheriff's Department;MI;False;False
Statesville Police Department;NC;False;False
Kemper County Sheriff's Department;MS;False;False
Campbell Police Department;MO;False;False
Jefferson City Police Department;MO;False;False
Kanawha County Constable's Office - Washington District;WV;False;False
Coryell County Sheriff's Department;TX;False;False
Minnesota State Patrol;MN;False;False
St. Cloud Police Department;MN;False;False
United States Department of the Treasury - Internal Revenue Service - Alcohol Tax Unit;US;False;False
Hennepin County Sheriff's Office;MN;False;False
Harrison Police Department;AR;False;False
Mille Lacs County Sheriff's Department;MN;False;False
Tom Green County Sheriff's Office;TX;False;False
Caldwell County Sheriff's Office;NC;False;False
Scott County Sheriff's Office;IN;False;False
Seymour Police Department;IN;False;False
Miami Police Department;OK;False;False
Fergus Falls Police Department;MN;False;False
New Madrid Police Department;MO;False;False
Crossville Police Department;TN;False;False
Greenup Police Department;KY;False;False
Iosco County Sheriff's Department;MI;False;False
Bellevue Borough Police Department;PA;False;False
Tillman County Sheriff's Office;OK;False;False
Connersville Police Department;IN;False;False
Mercer County Sheriff's Department;WV;False;False
Lock Haven Police Department;PA;False;False
Camden Police Department;NJ;False;False
Nahant Police Department;MA;False;False
Altus Police Department;OK;False;False
Bulpitt Police Department;IL;False;False
Wisconsin Department of the Treasury - Beverage Tax Division;WI;False;False
Jackson County Sheriff's Department;KY;False;False
Franklin County Sheriff's Department;VT;False;False
Stoughton Police Department;WI;False;False
Mercer County Constable's Office;WV;False;False
Dickens County Sheriff's Department;TX;False;False
Kitsap County Sheriff's Department;WA;False;False
United States Department of the Treasury - Bureau of Narcotics;US;False;False
Newton Police Department;NJ;False;False
Pageland Police Department;SC;False;False
Tullahoma Police Department;TN;False;False
Bearden Police Department;AR;False;False
Raleigh County Sheriff's Department;WV;False;False
Foxborough Police Department;MA;False;False
Chicago and Illinois Midland Railroad Police Department;RR;False;False
Ellaville Police Department;GA;False;False
Lee County Sheriff's Office;VA;False;False
Harrison County Constable's Office - Precinct 2;TX;False;False
Beaver Borough Police Department;PA;False;False
Ottawa County Sheriff's Department;OK;False;False
Hatboro Borough Police Department;PA;False;False
Midland County Sheriff's Office;MI;False;False
Boone County Sheriff's Office;IN;False;False
Burlington Police Department;WI;False;False
Galax Police Department;VA;False;False
Moulton Police Department;TX;False;False
Ann Arbor Police Department;MI;False;False
McKinley County Sheriff's Department;NM;False;False
Van Wert County Sheriff's Office;OH;False;False
Burkburnett Police Department;TX;False;False
Beloit Police Department;WI;False;False
Paterson Police Department;NJ;False;False
Linden Police Department;NJ;False;False
Ohio State Highway Patrol;OH;False;False
Conway Borough Police Department;PA;False;False
Hidalgo County Sheriff's Office;TX;False;False
Oklahoma City Justice of the Peace;OK;False;False
Santa Rosa Police Department;CA;False;False
Montezuma County Sheriff's Office;CO;False;False
Greeley Police Department;CO;False;False
Carter County Constable's Office;KY;False;False
Waukesha County Sheriff's Department;WI;False;False
Dunsmuir Police Department;CA;False;False
Miles City Police Department;MT;False;False
Coffee County Sheriff's Department;TN;False;False
Washoe County Sheriff's Office;NV;False;False
Turlock Police Department;CA;False;False
Rosalia Police Department;WA;False;False
Maplewood Police Department;NJ;False;False
Phillips County Sheriff's Department;AR;False;False
Ellington Police Department;CT;False;False
Glens Falls Police Department;NY;False;False
Western Pacific Railroad Police Department;RR;False;False
United States Courts Probation and Pretrial Services;US;False;False
Vermont Highway Patrol;VT;False;False
Anderson County Constable's Office - Precinct 2;TX;False;False
Newport Police Department;WA;False;False
Cameron Police Department;TX;False;False
Emery Police Department;SD;False;False
Teton County Sheriff's Department;MT;False;False
Lindsay Department of Public Safety;CA;False;False
Wheeling Police Department;IL;False;False
Chicago Park District Police Department;IL;False;False
Gaston County Sheriff's Office;NC;False;False
Norwood Borough Police Department;PA;False;False
Wharton Police Department;TX;False;False
Midland Police Department;TX;False;False
El Segundo Police Department;CA;False;False
Idaho Bureau of Constabulary;ID;False;False
Twin Falls County Sheriff's Office;ID;False;False
Vermont Department of Corrections;VT;False;False
Union County Sheriff's Office;TN;False;False
Arlington County Police Department;VA;False;False
Pittsburg Police Department;CA;False;False
Greene County Sheriff's Office;AR;False;False
Kentucky Highway Patrol;KY;False;False
Toole County Sheriff's Department;MT;False;False
Shelby Police Department;MT;False;False
Deaf Smith County Sheriff's Office;TX;False;False
Wilcox County Sheriff's Department;AL;False;False
South River Police Department;NJ;False;False
Summit Police Department;IL;False;False
South Dakota Department of Corrections;SD;False;False
Lynn County Sheriff's Department;TX;False;False
South Pittsburg Police Department;TN;False;False
Lyons Police Department;KS;False;False
Johnson County Sheriff's Office;TN;False;False
Merkel Police Department;TX;False;False
Grant Parish Sheriff's Office;LA;False;False
Gainesville Police Department;FL;False;False
Iowa State Patrol;IA;False;False
Fort Meade Police Department;FL;False;False
Tazewell County Circuit Court;VA;False;False
Bottineau County Sheriff's Department;ND;False;False
Chesnee Police Department;SC;False;False
Florida State Beverage Department;FL;False;False
Pennsylvania State Constable - Lancaster County;PA;False;False
Quakertown Borough Police Department;PA;False;False
East Brunswick Department of Public Safety;NJ;False;False
Manchester Police Department;KY;False;False
Wasco Police Department;CA;False;False
St. Charles Police Department;VA;False;False
Wayne County Constable's Office;KY;False;False
Ghent Police Department;MN;False;False
Emery County Sheriff's Office;UT;False;False
Billerica Police Department;MA;False;False
Florida State Road Department - Division of Traffic Enforcement;FL;False;False
Alabama Department of Public Safety;AL;False;False
Manteca Police Department;CA;False;False
Washington Department of Fisheries;WA;False;False
Tiptonville Police Department;TN;False;False
Lenawee County Sheriff's Office;MI;False;False
Alton Police Department;IL;False;False
St. John the Baptist Parish Sheriff's Office;LA;False;False
Pittsylvania County Constable's Office;VA;False;False
Phelps Police Department;KY;False;False
Wellston Police Department;OH;False;False
Shelby County Constable's Office - Precinct 8;TX;False;False
Lumberton Police Department;NC;False;False
Fort Fairfield Police Department;ME;False;False
Burkeville Police Department;VA;False;False
Athens Police Department;GA;False;False
Daly City Police Department;CA;False;False
Lamar County Sheriff's Office;GA;False;False
San Bernardino Police Department;CA;False;False
South Milwaukee Police Department;WI;False;False
Liberty Township Constable's Office;CA;False;False
Madison County Fifth District Constable's Office;TN;False;False
Pittsburgh Railways Police Department;PA;False;False
White Springs Police Department;FL;False;False
Sheboygan Police Department;WI;False;False
Sumter County Sheriff's Office;SC;False;False
Athol Police Department;MA;False;False
Rock Falls Police Department;IL;False;False
Marked Tree Constable's Office;AR;False;False
Shaw Police Department;MS;False;False
Lawrence County Sheriff's Office;AL;False;False
Roseville Police Department;MI;False;False
Hawkins County Sheriff's Department;TN;False;False
Boone County Sheriff's Department;NE;False;False
Henderson County Constable's Office - Precinct 8;TX;False;False
Byars Police Department;OK;False;False
Lancaster Police Department;SC;False;False
Alcoa Police Department;TN;False;False
Stewart County Sheriff's Department;TN;False;False
El Dorado Police Department;AR;False;False
Ada Police Department;OH;False;False
Cass County Constable's Office - Precinct 5;TX;False;False
Pennsylvania Motor Police;PA;False;False
McDowell Police Department;KY;False;False
Montgomery County Sheriff's Office;KS;False;False
Damascus Police Department;GA;False;False
Prince George's County Police Department;MD;False;False
Clark County Sheriff's Office;OH;False;False
Panola County Constable's Office - Precinct 2;TX;False;False
Lonoke Police Department;AR;False;False
West Virginia Department of Natural Resources;WV;False;False
Valley Park Police Department;MO;False;False
New Mexico State Police;NM;False;False
Mountain City Constable's Office;NV;False;False
Woonsocket Police Department;RI;False;False
United States Department of Defense - Fort Bragg Conservation Law Enforcement;US;False;False
Boone County Constable's Office;WV;False;False
Ontario County Sheriff's Office;NY;False;False
Eagle County Sheriff's Office;CO;False;False
Catawba County Sheriff's Office;NC;False;False
Rusk County Constable's Office - Precinct 3;TX;False;False
Lagrange County Sheriff's Department;IN;False;False
Harris County Constable's Office - Precinct 4;TX;False;False
Gaffney Police Department;SC;False;False
Kilgore Police Department;TX;False;False
Union Police Department;MS;False;False
Huntersville Police Department;NC;False;False
Estill Police Department;SC;False;False
Southington Police Department;CT;False;False
Frenchtown Police Department;NJ;False;False
Sheffield Police Department;AL;False;False
Iowa Board of Parole;IA;False;False
Highland Park Police Department;TX;False;False
San Patricio County Constable's Office - Precinct 2;TX;False;False
Chico Police Department;CA;False;False
Westfield Police Department;NJ;False;False
Jamestown Police Department;TN;False;False
Chemung County Sheriff's Department;NY;False;False
Knoxville Police Department;IA;False;False
Wolfe County Sheriff's Department;KY;False;False
Alleghany County Sheriff's Office;NC;False;False
Richfield Springs Police Department;NY;False;False
Old Fort Police Department;NC;False;False
West Homestead Borough Police Department;PA;False;False
Central of Georgia Railroad Police Department;RR;False;False
Hazleton City Police Department;PA;False;False
Verona Police Department;NJ;False;False
Stamford Police Department;CT;False;False
Sullivan County Twelfth District Constable's Office;TN;False;False
Inglewood Police Department;CA;False;False
East Millinocket Police Department;ME;False;False
Worthington Police Department;MN;False;False
Brewster County Constable's Office - Precinct 2;TX;False;False
Johnson County Sheriff's Office;IN;False;False
Ellis County Constable's Office - Precinct 1;TX;False;False
Hamilton County Sheriff's Department;IA;False;False
Mason Police Department;MI;False;False
Scituate Police Department;MA;False;False
Virginia Department of Alcoholic Beverage Control;VA;False;False
Lawrenceburg Police Department;IN;False;False
Boonville Police Department;NC;False;False
Jackson Police Department;GA;False;False
Benton County Sheriff's Office;IA;False;False
Lead Police Department;SD;False;False
Clyde Police Department;OH;False;False
Burlington Police Department;NC;False;False
Mooresville Police Department;NC;False;False
Montgomery Borough Police Department;PA;False;False
Halifax County Sheriff's Office;VA;False;False
Cumberland Police Department;KY;False;False
New Miami Police Department;OH;False;False
Coventry Police Department;RI;False;False
Redwood City Police Department;CA;False;False
Gray County Constable's Office - Precinct 2;TX;False;False
Brownwood Police Department;TX;False;False
Colerain Police Department;NC;False;False
Hasbrouck Heights Police Department;NJ;False;False
Park County Sheriff's Office;WY;False;False
Powell Police Department;WY;False;False
Solon Police Department;OH;False;False
Zanesville Police Department;OH;False;False
Burgaw Police Department;NC;False;False
Twin Falls Police Department;ID;False;False
Monahans Police Department;TX;False;False
New Holland Borough Police Department;PA;False;False
Hardin County Sheriff's Department;TX;False;False
Athens Borough Police Department;PA;False;False
Alameda Village Marshal's Office;ID;False;False
Mount Shasta Police Department;CA;False;False
Cherokee County Sheriff's Department;TX;False;False
Westwego Police Department;LA;False;False
Lewes Police Department;DE;False;False
Tuttle Police Department;OK;False;False
Newberry Police Department;SC;False;False
Crowder Police Department;MS;False;False
Calumet City Police Department;IL;False;False
Mancos Police Department;CO;False;False
Postville Police Department;IA;False;False
Wisconsin Rapids Police Department;WI;False;False
Peekskill Police Department;NY;False;False
Cochran County Sheriff's Department;TX;False;False
Dearborn Police Department;MI;False;False
Gregg County Sheriff's Department;TX;False;False
Franklin County Sheriff's Department;MS;False;False
Marion County Constable's Office - Precinct 4;TX;False;False
Dunn Police Department;NC;False;False
Willows Police Department;CA;False;False
Goldsboro Police Department;NC;False;False
Wellesley Police Department;MA;False;False
Lumpkin County Sheriff's Office;GA;False;False
Conejos County Sheriff's Office;CO;False;False
Buckhannon Police Department;WV;False;False
Batavia Police Department;IL;False;False
Gibsonville Police Department;NC;False;False
Greenburgh Police Department;NY;False;False
Fentress County Sheriff's Department;TN;False;False
Homer Police Department;NE;False;False
Yancey County Sheriff's Office;NC;False;False
Mayfield Police Department;KY;False;False
Calistoga Police Department;CA;False;False
Oyster Bay Cove Police Department;NY;False;False
Elaine Police Department;AR;False;False
Olney Police Department;IL;False;False
Galion Police Department;OH;False;False
Stockbridge Police Department;MA;False;False
Washtucna Police Department;WA;False;False
Clinton County Sheriff's Department;IL;False;False
Southport Police Department;NC;False;False
Billings County Sheriff's Department;ND;False;False
Alcester Police Department;SD;False;False
Mississippi Department of Public Safety - Highway Patrol;MS;False;False
Upland Police Department;CA;False;False
Dumas Constable's Office;AR;False;False
Jefferson County Sheriff's Office;CO;False;False
Loup County Sheriff's Department;NE;False;False
Newton Police Department;TX;False;False
Union Township Constable's Office;CA;False;False
Whitley County Detention Center;KY;False;False
West Covina Police Department;CA;False;False
Georgia State Patrol;GA;False;False
United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol;US;False;False
Greenville Borough Police Department;PA;False;False
Weld County Sheriff's Office;CO;False;False
Albia Police Department;IA;False;False
Bourbon County Sheriff's Department;KY;False;False
Panama Canal Zone Police Department;CZ;False;False
Overton County Sheriff's Office;TN;False;False
Apopka Police Department;FL;False;False
Athens Police Department;AL;False;False
Mercer County Sheriff's Department;ND;False;False
Hamblen County Sheriff's Office;TN;False;False
Smithtown Police Department;NY;False;False
Hollandale Police Department;MS;False;False
Greenwood Police Department;SC;False;False
Escambia County District One Constable's Office;FL;False;False
Lester Police Department;WV;False;False
Oklahoma Highway Patrol;OK;False;False
San Patricio County Constable's Office - Precinct 1;TX;False;False
Lackey Police Department;KY;False;False
Weatherford Police Department;OK;False;False
Nicholasville Police Department;KY;False;False
Colorado State Patrol;CO;False;False
Sevierville Police Department;TN;False;False
Grant County Sheriff's Department;SD;False;False
South Norfolk Police Department;VA;False;False
United States Army Military Police Corps;US;False;False
Augusta County Sheriff's Office;VA;False;False
Beaufort Police Department;NC;False;False
Gray County Constable's Office - Precinct 1;TX;False;False
Brenham Police Department;TX;False;False
South Dakota Highway Patrol;SD;False;False
Meigs County Sheriff's Office;TN;False;False
Story County Sheriff's Department;IA;False;False
Mount Airy Police Department;NC;False;False
Edgefield County Sheriff's Department;SC;False;False
Maui County Police Department;HI;False;False
Pierce County Sheriff's Department;WA;False;False
Florida Highway Patrol;FL;False;False
Lowell Police Department;MA;False;False
Carnegie Borough Police Department;PA;False;False
Johnson County Constable's Office;KY;False;False
Dilworth Police Department;MN;False;False
Breathitt County Constable's Office;KY;False;False
Abington Police Department;MA;False;False
DeLand Police Department;FL;False;False
Everett Borough Police Department;PA;False;False
Woodcliff Lake Police Department;NJ;False;False
Franklin County Sheriff's Office;AR;False;False
Grayson County Sheriff's Office;KY;False;False
Eddy County Sheriff's Department;ND;False;False
Moran Police Department;KS;False;False
Chilton Police Department;WI;False;False
Burnet County Constable's Office - Precinct 4;TX;False;False
Richmond Police Department;CA;False;False
Hamlet Police Department;NC;False;False
Morehead Police Department;KY;False;False
Clementon Police Department;NJ;False;False
Creedmoor Police Department;NC;False;False
Lamar Police Department;SC;False;False
Prichard Police Department;AL;False;False
Iowa Department of Natural Resources;IA;False;False
East Carroll Parish Sheriff's Department;LA;False;False
Carteret Police Department;NJ;False;False
Norwood Police Department;OH;False;False
Alameda Police Department;CA;False;False
Tifton Police Department;GA;False;False
Savannah Police Department;TN;False;False
Elyria Police Department;OH;False;False
Winter Garden Police Department;FL;False;False
Virginia State Police;VA;False;False
Dyer County Sheriff's Department;TN;False;False
Stonewall County Constable's Office - Precinct 1;TX;False;False
Sierra County Sheriff's Department;NM;False;False
Oneonta City Police Department;NY;False;False
Millington Police Department;TN;False;False
Cadwell Police Department;GA;False;False
Kermit Police Department;WV;False;False
Somerville Police Department;MA;False;False
North Beach Police Department;MD;False;False
Childersburg Police Department;AL;False;False
Greendale Police Department;IN;False;False
Marion Police Department;IN;False;False
Warren County Sheriff's Department;TN;False;False
Wabash Police Department;IN;False;False
Mechanicsburg Borough Police Department;PA;False;False
Hampton Police Department;VA;False;False
United States War Department - New York Port of Embarkation Police;US;False;False
Charleroi Borough Police Department;PA;False;False
Parma Police Department;MO;False;False
Ojai Police Department;CA;False;False
Hamden Police Department;CT;False;False
Middlesex County Sheriff's Department;NJ;False;False
Coolidge Police Department;AZ;False;False
Park Rapids Police Department;MN;False;False
Oakdale Police Department;LA;False;False
St. Matthews Police Department;SC;False;False
Washington Department of Wildlife;WA;False;False
Allegheny County Police Department;PA;False;False
Yolo County Sheriff's Department;CA;False;False
Lancaster County Magistrate's Office;SC;False;False
Kenbridge Police Department;VA;False;False
United States War Department - Naval Civilian Police;US;False;False
Branchville Police Department;SC;False;False
Orangeburg County Sheriff's Office;SC;False;False
Emeryville Police Department;CA;False;False
Franklin County Sheriff's Department;TN;False;False
South Pasadena Police Department;CA;False;False
Cameron County Constable's Office - Precinct 4;TX;False;False
Wake Forest Police Department;NC;False;False
Dallas County Sheriff's Department;AR;False;False
Pierre Police Department;SD;False;False
Niagara County Sheriff's Office;NY;False;False
Taylorsville Police Department;NC;False;False
Bowdon Police Department;GA;False;False
Cross County Sheriff's Department;AR;False;False
Bastrop Police Department;LA;False;False
Webster Springs Police Department;WV;False;False
Madison County Sheriff's Office;MS;False;False
Jasper Police Department;AL;False;False
Marshall County Sheriff's Office;WV;False;False
San Luis Obispo Police Department;CA;False;False
Maywood Police Department;CA;False;False
Kansas Highway Patrol;KS;False;False
Taos Police Department;NM;False;False
Pasadena Police Department;TX;False;False
Henry County Police Department;VA;False;False
Levy County Sheriff's Office;FL;False;False
Maryland Natural Resources Police;MD;False;False
Wickenburg Police Department;AZ;False;False
Georgetown Police Department;TX;False;False
Salinas Police Department;CA;False;False
Carbon County Sheriff's Department;UT;False;False
Vinita Police Department;OK;False;False
Whitmire Police Department;SC;False;False
St. Clair Shores Police Department;MI;False;False
Reading Police Department;OH;False;False
Tomahawk Police Department;WI;False;False
Darlington County Sheriff's Office;SC;False;False
Woodland Police Department;CA;False;False
Nebraska State Patrol;NE;False;False
Jeffersonville Police Department;IN;False;False
Austin Police Department;MN;False;False
Webb County Constable's Office - Precinct 1;TX;False;False
Genesee County Sheriff's Department;MI;False;False
La Conner Police Department;WA;False;False
Cedar Falls Police Department;IA;False;False
Brown County Sheriff's Office;WI;False;False
Pleasantville Police Department;NY;False;False
Eastover Police Department;SC;False;False
Clarksville Police Department;TN;False;False
Tipp City Police Department;OH;False;False
Dallas Terminal and Railway Company Police Department;RR;False;False
Mount Pleasant Police Department;UT;False;False
Candler County Sheriff's Office;GA;False;False
Caldwell Police Department;ID;False;False
Izard County Sheriff's Office;AR;False;False
Lexington Police Department;TX;False;False
Piedmont Police Department;WV;False;False
Allamakee County Sheriff's Department;IA;False;False
South Dakota Division of Criminal Investigation;SD;False;False
Butte County Sheriff's Office;SD;False;False
Kittitas County Sheriff's Department;WA;False;False
Greene County Sheriff's Department;OH;False;False
Wallace Police Department;ID;False;False
Princeton Borough Police Department;NJ;False;False
Castle Rock Police Department;CO;False;False
Cheltenham Township Police Department;PA;False;False
Gloucester City Police Department;NJ;False;False
Sutter County Sheriff's Department;CA;False;False
Jefferson County Constable's Office;TN;False;False
Desloge Police Department;MO;False;False
North Dakota State Penitentiary;ND;False;False
Armstrong County Sheriff's Department;TX;False;False
Mangum Police Department;OK;False;False
Henry County Sheriff's Department;IL;False;False
White Plains Police Department;NY;False;False
Tyler Police Department;TX;False;False
Glendive Police Department;MT;False;False
Robbins Police Department;NC;False;False
Centralia Police Department;IL;False;False
Chicago Heights Police Department;IL;False;False
Tucker County Sheriff's Department;WV;False;False
Seneca Police Department;MO;False;False
Havana Police Department;IL;False;False
Montana Highway Patrol;MT;False;False
Visalia Police Department;CA;False;False
Renton Police Department;WA;False;False
Merced Police Department;CA;False;False
Roanoke Rapids Police Department;NC;False;False
